order,text,rating,product
2382,"After long waiting during the lockdown today we have received the watch , but it’s disappointed by receiving the defective product. Anyways ordered for the replacement.",1.0 out of 5 stars,Fitbit FB507BKBK Versa
2397,Leider folgen nachts nach einer längeren Wachphase 2 Schlafauswertungen.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2400,L’ho acquistato per la mia compagna e sembra molto soddisfatta,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2401,"Schnelle Installation, funktioniert einwandfrei",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2408,"I had this watch for almost 3 months and the screen popped off in the shower hanging only by the cable inside. EXTREMELY disappointing as I was more than happy with the watch in every other way. But that's all irrelevant if I can't use it for longer than 2 and a bit months. This is baring in mind that I'm very careful with it, only work out occasionally but showered with it every day with the understanding that it was waterproof. This is my first and last watch from fitbit.",1.0 out of 5 stars,Fitbit FB507BKBK Versa
2409,I have just received a replacement for this item however there is no plug to charge it. The original plug was returned with the item.,4.0 out of 5 stars,Fitbit FB507BKBK Versa
2412,Good all round watch,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2414,Me encanta,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2415,Good quality and it track well,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2417,"The watch Burned my skin, I wasn’t wearing the watch for long and my wrist felt hot and my arm started to hurt when removing the watch my wrist was left burnt and blistered
I was in pain for days",1.0 out of 5 stars,Fitbit FB507BKBK Versa
2418,I’ve wasted at least 7 or 8 hours of my time this week trying to get first one and then a replacement to pair with my Samsung Galaxy A10. No joy. Returned.,1.0 out of 5 stars,Fitbit FB507BKBK Versa
2432,"Per ora funziona alla perfezione, vedremo quanto durerà 🧐in passato tutti i dispositivi Fitbit sono durati massimo 2 anni",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2434,Simple  & easy requirements & reporting.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2440,Inaccurate,2.0 out of 5 stars,Fitbit FB507BKBK Versa
2445,"Ottimo prodotto in confronto ad altri concorrenti , regalo molto gradito",4.0 out of 5 stars,Fitbit FB507BKBK Versa
2462,Works great,4.0 out of 5 stars,Fitbit FB507BKBK Versa
2466,"Probleme bei der Synchronisation mit der App und der Benachrichtigungen, scheint ein Problem bei Fitbit zu sein, was sie nicht zugeben wollen",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2467,"Ottimo prodotto, funziona molto bene.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2474,"Buena relación calidad precio
Muy comodo de llevar yo tengo la muñeca pequeña y se ajusta genial",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2479,"Bought as a direct replacement for my wife’s ageing Versa 1. She said that it is better than the original in both battery life and function. I looked at the Versa 3, but this had all the functions she wanted. If you’re the kind of person that always has your phone with you, then you don’t need the GPS functionality of the Versa 3 as the Fitbit app itself will track your route.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2480,Good but has stopped working after a few months,1.0 out of 5 stars,Fitbit FB507BKBK Versa
2485,Top,4.0 out of 5 stars,Fitbit FB507BKBK Versa
2489,This was replaced for a iconic hope it last longer than 18 months.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2492,I love this watch. Cant be without it now. The app is super too.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2494,I love tracking my life on this need gadjet. Hopefully will help me keep track of things. I haven't set up the mobile pay yet but I added some apps for jogging I can see how my sleep was and track my water intake. The alarm is good also,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2495,It worked well,3.0 out of 5 stars,Fitbit FB507BKBK Versa
2496,Arrived quickly and very happy with it,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2497,Great watch.I had to change the strap as the silicone one caused some irritation but other than that I am happy,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2501,"Su facilidad de manejo y su información sobre la salud, Contento con la compra",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2504,Son loved it!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2511,"Update from my last fitbit ,it is very stylish clearer and longer battery life",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2513,"I'm loving my new Fitbit Versa, it's so light on my arm and looks good.",4.0 out of 5 stars,Fitbit FB507BKBK Versa
2516,Einfach eine tolle Uhr!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2518,Upgraded to the versa 2 and love it. Easy to set up and use.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2521,"The watch is good. Looks great, quality built, quality of materials used are quite good, battery life is around 3 days. It has appreciable accuracy for al the parameters including sleep monitoring.

But the notification service stops working after every 2 days. You have no other option than to uninstall the app & reinstall it to use notification service.

DONT BUY IT.",1.0 out of 5 stars,Fitbit FB507BKBK Versa
2523,"Excellent just what I wanted, brilliant service",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2526,"Great watch, not 100% accurate but unfortunately I seem to be allergic to the casing it would appear that this is quite common from the Fitbit website.",4.0 out of 5 stars,Fitbit FB507BKBK Versa
2528,It’s good turns on and off,4.0 out of 5 stars,Fitbit FB507BKBK Versa
2529,Thanks for the lovely product,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2531,"Great and easy to use, looks good too",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2540,Alexa integration not easy.,4.0 out of 5 stars,Fitbit FB507BKBK Versa
2541,"Ottimo.display, reattività e completezza,ogni tanto mi è capitato che si impallassero le notifiche",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2542,"Me encanta va muy bien la correa llebo ya tienpo con ella y pensaba que se pondría fea pero para nada y no me lo quito para nada, y además se limpia súper fácil",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2544,"Love this Fitbit.
Has so many different settings.
The colour is stunning to.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2545,Very nice product very accurate then any other,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2548,"This is my second versa 2 in the space of 17 months both had the same fault, as it was covered under warranty the first time and was repaired, however the second one is not covered, I absolutely love tracking all my exercise , sleep and steps with fit bit  but feel really let down by it’s ability to last longer than 8 months before breaking 👎🏼",1.0 out of 5 stars,Fitbit FB507BKBK Versa
2549,Easy to use,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2555,I received my Fitbit versa 2 today and this is what was in the box! Absolutely raging that I have received an item that cost a lot of money but there is no Watch inside the box.  I have received half a strap and the charger!,1.0 out of 5 stars,Fitbit FB507BKBK Versa
2561,Waste of time step count totally inaccurate.,1.0 out of 5 stars,Fitbit FB507BKBK Versa
2562,NOT as aspected.,4.0 out of 5 stars,Fitbit FB507BKBK Versa
2563,Love the look of the watch,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2566,Love it but I bought a new syrap,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2570,Bought this for my wife for Christmas. After having lots of problems getting it setup it finally worked. However when trying to add music to it (which was the main reason we bought it) we could not get the Fitbit to connect to wifi. Then the Fitbit decided to not turn on again. Returned and won't be purchasing another.,1.0 out of 5 stars,Fitbit FB507BKBK Versa
2584,"Perfect smart watch. Great for steps, notifications. Very good motivator.  User friendly than Apple Watch to me.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2595,"Eine super Smart Watch für Sportbegeisterte.
Empfehle ich weiter!",4.0 out of 5 stars,Fitbit FB507BKBK Versa
2600,Connectivity to app drops out regularly. Fitbit pay not set up with enough UK banks. Wished I waited and considered iPhone and apple pay,4.0 out of 5 stars,Fitbit FB507BKBK Versa
2606,Good,4.0 out of 5 stars,Fitbit FB507BKBK Versa
2611,Very easy to set up with the app. Great way of tracking your steps. The sleeping information is very informative and useful. And tells the time as welL ha ha. Good 4 day life on the battery.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2612,I have only just started to use the functions mainly the heartbeat and steps but am looking forward to expanding my use of this Fitbit I’m very pleased about the battery life between charging,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2627,My was happy with everything until 2wks ago and now I do believe it's a load of rubbish. Unable to sync it so unable to get Bluetooth connection or any notifications on my phone. RUBBISH,1.0 out of 5 stars,Fitbit FB507BKBK Versa
2629,"Sehr tolle Uhr, angenehm auf der Haut zu tragen, obwohl sie recht groß ist. Bin sehr zufrieden mit der Uhr",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2632,Very good For comfort and style and battery life seems to be good,4.0 out of 5 stars,Fitbit FB507BKBK Versa
2636,tout fonctionne a merveille! Pour instruction se rendre sur le site web!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2640,Great watch lovely item 😊,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2641,"Wouldn’t be with out it now love tracking my sleep and activity, I find it helps keep me motivated
The battery life is also brilliant lasts about a week",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2648,Just I wanted. Can see the time and having the prompt to move again. Day 2 in liking it.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2659,Gut,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2660,"Replacement device.
Took an age and half a dozen attempts to get the obligatory update downloaded and installed.
Apart from that it is fine.
Hope it lasts longer than the last one (6months).",4.0 out of 5 stars,Fitbit FB507BKBK Versa
2665,Love it,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2667,Amazing,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2684,Ottimo per ragazzi e  chi fa attività  sportiva. App tutte ad abbonamento  c’è molto meglio sul mercato anche a prezzi molto molto più bassi,3.0 out of 5 stars,Fitbit FB507BKBK Versa
2687,Very good and very useful easy to attend the phone call I love it.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2688,Exactly what I was after. Great update on my old model,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2693,super ware immer wieder gerne sehr zu empfehlen,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2696,It is a good product and helps through daily works. I is a bit slow in syncing and sometime lose connection with the app but overall it is good,4.0 out of 5 stars,Fitbit FB507BKBK Versa
2697,Worth it,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2699,Just a great piece of kit and great service from Amazon!!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2714,I’m lost without this. Great for keeping me on track with exercise and eating the right stuff. Alexa is pretty good too!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2719,Worst product dont buy ..stopped working after 4 months,1.0 out of 5 stars,Fitbit FB507BKBK Versa
2720,Io lo trovo molto bello e funzionante. Per ora posso solo che consigliarlo.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2725,Good product,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2731,"Easy to set up, lots of different settings for your use.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2732,Battery life should be more,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2733,"Really glad I upgraded to this model. I had the charge 2 for 3 years, there was nothing wrong with it but slightly scratched and felt like an upgrade was due. The amazon Alexa feature is really helpful and love the colour. The relax feature is also amazing! The Alexa feature reacts to holding down the button and then speaking, not just speaking.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2734,Lo devolvi porque fallaba la sincro constantemente,2.0 out of 5 stars,Fitbit FB507BKBK Versa
2736,"Recipient liked a lot, in fact has not removed it since Christmas Day",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2737,Absolutely amazing,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2740,Brilliant upgrade,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2745,Hab nichts zu meckern kam schnell an seit 5 tagen unter Dauer Benutzung top gerät tauchen kein problem duschen etc.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2746,"If like a lot of people you have to get up at night - tracker stops, so sleep all night and it works fine, haven’t found a way round problem . ! Other than that  it is a great motivator ........",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2749,Love this Fitbit . Got it for £99 in Black Friday sale . Easy to use .,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2753,Excellent gift,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2757,Timely Delivery,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2782,I'm very happy with it nn,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2783,Ich habe sie zu Weihnachten verschenkt,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2785,Preis/Leistung echt top. Sämtliche anzeigen und einstellung in Vefbindung mit den Samsung Galaxy S7 ohne probleme möglich.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2791,A bit pricey but worth every penny. Easy to wear and feels like a normal watch.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2798,"Good product, easy to use and tracks majority or things you want to use it for. Just like a apple watch. People said they thought it was by the way it looks. Loads of apps you can have on it. Worth the money",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2799,Amazing product! Really worth the money lots of customisation and apps!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2802,Good job,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2803,Tells time,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2804,Watch immediately stopped working and switched off and no service center,1.0 out of 5 stars,Fitbit FB507BKBK Versa
2806,Perfect works well with the app,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2807,I purchased Fitbit versa2 on 7th October. It’s not working. I want it to be replaced.,1.0 out of 5 stars,Fitbit FB507BKBK Versa
2810,Excellent update to my last fitbit tracker and even cheaper than Fitbit site,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2814,One must buy this watch very good mobile app. Tracker also.,4.0 out of 5 stars,Fitbit FB507BKBK Versa
2816,Excellent product really pleased with it,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2821,"Good fitbit, works perfectly",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2827,Not accurate,1.0 out of 5 stars,Fitbit FB507BKBK Versa
2828,I love my Fitbit,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2831,Very nice looking watch. And works as intended.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2832,"Toller Artikel, bin sehr zufrieden mit der fitbit versa 2 , kann ich für den Preis empfehlen!",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2833,Use it all the time its a great help to keeping healthy and fit,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2837,"Lo sto usando dal giorno in cui è uscito, la batteria mi dura in media 6-7 giorni senza always on display, tracciando 2-3 volte la settimana allenamenti continui per un ora o più. Più che soddisfatto, consigliatissimo.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2843,Colour disappointing.  Appeared more of a purple colour.,4.0 out of 5 stars,Fitbit FB507BKBK Versa
2844,"Very good fitbit, easy to use, app is easy to use and looks smart. Long lasting battery lasts about one week",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2846,Exercise,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2849,Steps are not accurate at all,2.0 out of 5 stars,Fitbit FB507BKBK Versa
2853,"Happy with the product but not as good as made out, the technology needs to improve",4.0 out of 5 stars,Fitbit FB507BKBK Versa
2854,me encanta,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2859,"I'm really enjoying my Fitbit Versa 2. I got frustrated with cheap knockoffs that didn't function as they were supposed to. Although I couldn't get the colour I wanted during CyberMonday, I was able to get a watch band/case to cover it so it didn't matter.

I have not been able to get the Sp02 Signature watch face to load on it or update the OS on the FitBit. So if anyone has been able to, please post with steps. Thx!",4.0 out of 5 stars,Fitbit FB507BKBK Versa
2860,"The product was really good but the charger never seemed to work.Idk if it was Amazon’s fault or the manufacturer’s,but I’m gonna give a 2-star because the product was great but for its charger/charging.",2.0 out of 5 stars,Fitbit FB507BKBK Versa
2862,Gut,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2868,I'd like to try the Versa 3 as a comparison.,3.0 out of 5 stars,Fitbit FB507BKBK Versa
2875,Ottimo perfetto come sempre Fitbit non si smentisce mai,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2876,only Fitbit,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2878,"Upgraded from the Charge 2 to Versa 2 and I love it. It so much lighter and better. I hardly ever take it off. Highly recommend, it's worth every penny.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2879,"Smartwatch Assolutamente consigliato, durata della batteria ottima. Per il conteggio delle calorie e dei passi penso sia attendibile e mi trovo molto bene ad utilizzare l'app.
Lo ricomprerei volentieri ☺️",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2881,Value for money,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2884,"Bought as an upgrade to my Blaze. Delighted, easier to charge and works with Alexa",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2888,I am just in love with this watch !,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2894,articolo molto buono..durata della batteria 4/5 giorni dipende se si usa la modalità allenamento o no..meno se si usa il “always on”..contapassi più o meno corretto e altre funzioni molto utili..per il prezzo che costa fa quello che serve,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2903,Per conta passi,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2904,"Look was great, ease of free app",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2908,The item arrived with a small strap fitted so I removed the small part and tried to replace it with the longer one supplied in the box.  The strap is too wide to fit in the space it needs to go in.  I had to cut it to make it go on and then ordered a replacement third-party strap.  This is also too wide to fit.  Shame because the device seems to work fine but if I can't attach it to my wrist there seems little point in it.,3.0 out of 5 stars,Fitbit FB507BKBK Versa
2910,"We were charged for my 1st months (supposedly) free subscription and have jumped through hoops to get it back, but apparently still not enough info provided. The watch it good for steps, but don't get fooled by their supposed free 3 month trial!!",1.0 out of 5 stars,Fitbit FB507BKBK Versa
2911,"Fitbit è una garanzia, lo consiglio, ho acquistato 3 diversi modelli negli anni e ogni volta sono sempre più evoluti",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2915,satisfied,4.0 out of 5 stars,Fitbit FB507BKBK Versa
2916,Molto bello,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2926,"Worst product I have ever seen, only battery life is the + point.

 I would never recommend this product to anyone",1.0 out of 5 stars,Fitbit FB507BKBK Versa
2934,"Funktionen sind super, sehr nützlich im Alltag.
Lederband wäre nett.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2936,A lovely product bought to accompany my android phone.  No problems so far. Seems accurate so far. Haven't used it in the gym yet (obviously 😁).  I've linked it with my phone and iPad and had no problems. A great buy so far. Will update again with anything significant.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2937,It shows wrong heart beat count .,2.0 out of 5 stars,Fitbit FB507BKBK Versa
2942,Keep on disconnecting from mobile,3.0 out of 5 stars,Fitbit FB507BKBK Versa
2943,"Uhr synchronisiert sich leider nicht selbstständig, daraufhin schlechter Service seitens Amazon..

Finger weg.",1.0 out of 5 stars,Fitbit FB507BKBK Versa
2946,Would recommend. I thought this would be too big for my wrist but it’s fine. I like the functions/apps and Alexa.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2948,Ging leider zurück da sie sich nicht mit Huawei Smartphone versteht,1.0 out of 5 stars,Fitbit FB507BKBK Versa
2949,Great treat for myself,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2950,Ottimo rapporto qualità prezzo le notifiche non si vedono sul mio xiaomi,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2951,El precio,4.0 out of 5 stars,Fitbit FB507BKBK Versa
2952,Great for all the health info available to you ewspecially the sleep info,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2956,Super,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2963,Really happy with the fitbit.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2965,Facile da usare semplicissimo,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2975,The watch is not good also not worth the price. Everytime I need to sync it with my Fitbit app,1.0 out of 5 stars,Fitbit FB507BKBK Versa
2989,Returned. Really liked the sleep and exercise data but it Isn't compatible with airpods.,2.0 out of 5 stars,Fitbit FB507BKBK Versa
2993,Nice,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3000,"Perfect for running and looking great, i really love the colour 👍",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3002,Incompatible with my Huawei p30 pro.,1.0 out of 5 stars,Fitbit FB507BKBK Versa
3003,"I am very pleased with my purchase of the fitbit versa periwinkle. I was really happy with the price and it was delivered the next day (free delivery)
A super smart watch.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3009,Stopped working after a month,2.0 out of 5 stars,Fitbit FB507BKBK Versa
3010,"Verbindet sich schlecht, Radfahren gar nicht mehr aufgezeichnet . Wieder verkauft",1.0 out of 5 stars,Fitbit FB507BKBK Versa
3011,Nice gadget,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3015,"works fine, looks really nice (imitation of apple watch), nice-looking interface",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3020,Loved my fitbit. Got what I expected!!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3021,"I had the Fitbit Versa 2 since November, and the main bottom on the side has stopped working!!!",3.0 out of 5 stars,Fitbit FB507BKBK Versa
3035,wenn Sie jetzt noch länger hält als meine Ionic ( 2 Jahre und 2 Monate) das wäre Toll  That would be great......,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3037,Good 5 stars,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3038,"Is just not tracking your steps...if you going sleep, the day after you got at least 1000 steps more from no where..",1.0 out of 5 stars,Fitbit FB507BKBK Versa
3039,Good,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3041,Good quality and alternative if you can’t get Apple watch,4.0 out of 5 stars,Fitbit FB507BKBK Versa
3048,"Love it. Quite a gd battery life as I have it on display all the time , the battery life lasts two days for me.  Very easy to see as quite a large display of everything. I would highly recommend this Fitbit.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3055,Stylish to look at and easy to use,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3056,This item is great. Records almost everything. I love the fact it records your sleep pattern.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3058,Recieved with watch scratch,1.0 out of 5 stars,Fitbit FB507BKBK Versa
3060,Great tracker with good clear screen. Love it and the price was amazing. More than happy with it,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3063,Fab product,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3064,"It’s got me moving so much more,, I had a cheap version, that seemed to take forever to teach 10000 steps
I really had to flog myself to get there.
Put my Fitbit on took my dog out Did our usual route, that on my old one would say I’d walked around 2600 steps.
On my Fitbit I’d done 5300 on our first walk. No wonder I was so tired at end of day. On my Fitbit now I’m averaging around 17/18000 steps a day .",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3071,Super achat! Très satisfaite,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3074,excellent product worth the money,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3085,Smartwatch all'altezza delle aspettative,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3086,Perfecto para regalo. Relación calidad precio perfecta... Funcional y bonito diseño,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3087,Orologio molto bello...,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3103,Buon prodotto per il prezzo,4.0 out of 5 stars,Fitbit FB507BKBK Versa
3105,Very disappointed.In my opinion it isnt worth the money.,2.0 out of 5 stars,Fitbit FB507BKBK Versa
3106,"Very fast and efficient delivery! Gorgeous product, woud recommend!",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3109,Love this!!! Went for a cheaper option first but it was rubbish. This is great at tracking sleep and training. Has lots of added extras. Would definitely recommend!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3111,So happy I bought this item. Came down super fast after ordering. Loving it so far.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3117,"sehr schön zu tragen
viele Ziffernblätter zum ergänzen
Alexa fähig",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3119,Firbit and Apple stop acting like kids and improve the app for Apple,4.0 out of 5 stars,Fitbit FB507BKBK Versa
3120,"Leider bin ich sehr enttäuscht worden von der Versa 2,
1.Akku hält nicht lange max.4 Tage wenn ich Glück habe
2. Synchronisiert nicht immer muss mehrfach probiert werden.
3.verbindet sich immer schlechter mit dem Handy
Keine Kauf Empfehlung",1.0 out of 5 stars,Fitbit FB507BKBK Versa
3123,Needs to come with instruction booklet to set up. Also the watch face is a bit large,3.0 out of 5 stars,Fitbit FB507BKBK Versa
3124,A very good product,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3129,"Smartwatch leggero e pratico, molto accurato nei vari sport, display touch sensibile e ben definito. Scomoda la funzionalità musica mentre si fa attività e Alexa funziona soltanto quando si sincronizza con lo smartphone e quindi poco utile.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3130,Battery life is amazing much better than any other smart watch I've had.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3131,Love the face so easy to read,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3133,Again again Notification deactivated just 1 or 2 Days …,2.0 out of 5 stars,Fitbit FB507BKBK Versa
3134,No,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3138,Muy buen reloj,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3142,Ottimo prodotto e arrivato velocemente,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3148,Love it! Great watch,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3152,"I went for the Versa2 because of the 5 day battery life feature, but I am lucky to get 2/3 days of charge which is really annoying, since this is the main feature of going for the original versa vs versa2, I am not sure it is worth the extra money.",2.0 out of 5 stars,Fitbit FB507BKBK Versa
3157,"The media could not be loaded.
                
            
                
            
        
    
    










  
  
    
   Display starts blurring after 5 months of regular use. Not a great sign from premium quality. Disheartened. Expensive but nondurable.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3160,"Lo smartwatch fa quello che promette:
monitoraggio del sonno, distanza percorsa, calorie bruciate, promemoria e agenda, e altro.
Il vetro è leggermente delicato ed incline a graffiarsi, consiglio quindi una cover e magari munirsi di Sidol nel caso di qualche graffio superficiale facilmente removibile
L'app mobile è funzionale, intuitiva e completa ma i passi sono leggermente sovrastimati",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3165,Very good quality,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3167,"super zufrieden, Top Uhr",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3172,"Schnelle Lieferung
Funktioniert einwandfrei mit dem iPhone 7
GPS beim Joggen ohne Probleme möglich. Natürlich muss man das Handy dabei haben, aber das habe ich eh immer
Empfang der mitteilen auch ohne Störungen",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3173,Ottimo prodotto è ottimo rapporto qualità prezzo. Prodotto ben fatto.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3174,My son is very happy with it.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3177,"Va bene per le notifiche ma per l'attività sportiva perde il segnale con il telefono e la traccia si interrompe più volte. Il cardiofrequenzimetro va bene, la batteria 3 giorni di autonomia.
Per il prezzo che costa... :(",2.0 out of 5 stars,Fitbit FB507BKBK Versa
3180,Cool ... liked it very much,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3182,"As a long time user of the Fitbit flex, I am very happy with this. Not sure if I can connect it to my Samsung S9+ for call and text notifications but that is still to be discovered.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3187,Very disappointed after buying this for my father to find that the wallet is only compatible with American cards. So he won’t be able to use the pay function on it at all.,3.0 out of 5 stars,Fitbit FB507BKBK Versa
3190,Rubbish. Broke within 6 months.,1.0 out of 5 stars,Fitbit FB507BKBK Versa
3192,I have returned my watch as the accuracy was way out on steps.  One day I clocked up18000 which for lockdown hour would have been a feat.  I have reverted to my £30 sports watch Which  is brilliant.,3.0 out of 5 stars,Fitbit FB507BKBK Versa
